Age,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0.8208554325692329,1,-1.5624391168615563,0.37417007421068554,1.1988025087304306,1,0,-0.3456727230108491,0
1.6956808648860084,1,-1.2117232657141812,0.6298462786578561,-0.01949272371919401,0,1,-1.7109976234635136,0
0.14791279232555946,1,0.8925718411700697,1.0801021551232002,-0.01949272371919401,0,1,0.0907343994308888,1
-0.7942069040155834,0,-0.8610074145668061,-0.7947860964216106,1.1988025087304306,1,1,1.4792191455883232,1
1.0900324886667023,1,1.59400354346482,-2.0392251124555463e-16,-0.01949272371919401,0,0,1.0975373238872272,0
-1.2652667521861547,1,-0.8610074145668061,0.005504277189674439,1.1988025087304306,1,1,1.1433443198243227,1
-0.3904413198693793,1,0.8925718411700697,-1.4701027166351843,-0.01949272371919401,0,1,1.0381776125986195,1
0.8208554325692329,0,0.8925718411700697,-1.5349406996171173,-1.2377879561688185,1,0,-0.6056816009380314,1
-0.525029847918114,0,-1.2117232657141812,-0.5691079201427156,-1.2377879561688185,1,0,0.9340196327461378,0
-0.25585279182064463,1,0.8925718411700697,1.0097124643411373,1.1988025087304306,1,1,-1.2354582343495144,1
-1.0633839601130528,1,-1.5624391168615563,0.739196718851113,-0.01949272371919401,0,1,0.5591671627539467,0
-1.0633839601130528,1,0.19114013887531944,1.022737964505765,-0.01949272371919401,1,1,0.50284874705698,0
-0.18855852779627727,1,0.8925718411700697,-2.0392251124555463e-16,-1.2377879561688185,0,1,-1.645585160410655,1
0.6189726404961309,0,-0.8610074145668061,-0.19788929325081686,-1.2377879561688185,1,0,1.013457010268552,0
0.8881496965936002,0,0.8925718411700697,-1.2234862064929433,1.1988025087304306,0,1,1.4155148923937668,1
-0.18855852779627727,0,-1.5624391168615563,-0.5902877057197106,-1.2377879561688185,0,0,-0.8020947326489521,0
-1.6017380723079915,0,1.243287692317445,-2.0392251124555463e-16,1.1988025087304306,1,0,1.098629369118782,0
-0.32314705584501197,1,1.243287692317445,-1.4296663511214238,-1.2377879561688185,1,1,-1.4473562806754434,1
-1.669032336332359,1,-0.15957571227205572,-0.967182199563389,-1.2377879561688185,1,1,0.3577568971676169,0
-0.18855852779627727,1,1.59400354346482,0.35573398166998144,-0.01949272371919401,1,0,-0.04096303903779663,0
1.1573267526910695,0,-0.5102915634194308,0.8372284968787217,-1.2377879561688185,1,0,0.16926535615961769,0
0.2152070563499268,1,0.19114013887531944,1.7575070593975948,-1.2377879561688185,0,1,1.4955829667275216,1
0.7535611685448655,0,0.5418559900226946,1.5289680376548924,1.1988025087304306,1,0,1.304141779772048,1
